Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,UniqueCarrier,FlightNum,ArrDelay,DepDelay,Origin,Dest,Distance,depdelayC
2006,7,7,5,1401,1518,FL,90,25,30,ATL,RDU,356,1
2006,7,8,6,1750,1918,FL,322,-1,11,CLT,BWI,361,0
2006,7,8,6,1551,1800,FL,719,-9,4,MCO,IAD,758,0
2006,7,10,1,1754,1943,FL,186,20,24,RSW,ATL,515,1
2006,7,12,3,1212,1447,FL,756,-8,-9,FLL,PHL,992,0
2006,7,12,3,600,827,FL,365,-32,-8,LGA,ATL,761,0
2006,7,12,3,1202,1335,FL,906,-13,-10,PHF,BOS,464,0
2006,7,14,5,1835,1958,FL,159,6,0,ATL,TPA,406,0
2006,7,14,5,800,929,FL,201,-21,-9,CAK,LGA,396,0
2006,7,21,5,1011,1140,FL,746,-15,-6,MCO,ATL,403,0
2006,7,24,1,620,825,FL,134,-10,0,DTW,ATL,594,0
2006,7,25,2,643,759,FL,970,-14,-11,PHF,LGA,288,0
2006,7,29,6,1043,1119,FL,560,1,-5,ATL,BMI,533,0
2006,7,29,6,2255,34,FL,182,27,38,ATL,DCA,547,1
2006,7,31,1,1905,2125,FL,499,-9,2,BWI,TPA,842,0
2006,7,31,1,1240,2035,HA,12,-11,-4,HNL,SFO,2398,0
2006,7,4,2,1405,2210,HA,38,-11,5,OGG,SAN,2541,0
2006,7,18,2,520,557,HA,106,-7,-6,HNL,OGG,100,0
2006,7,1,6,900,937,HA,146,-5,-5,HNL,OGG,100,0
2006,7,5,3,1715,1749,HA,543,-8,-5,OGG,HNL,100,0
2006,7,22,6,635,809,MQ,3026,6,0,MRY,LAX,267,0
2006,7,20,4,800,904,MQ,3067,0,-2,LAX,SAN,109,0
2006,7,20,4,1800,1903,MQ,3093,1,-1,LAX,SAN,109,0
2006,7,26,3,850,930,MQ,3112,3,-7,SAN,LAX,109,0
2006,7,3,1,750,906,MQ,3154,-3,-5,SNA,SJC,342,0
2006,7,25,2,1330,1446,MQ,3166,-1,4,SNA,SFO,372,0
2006,7,3,1,1047,1145,MQ,3224,-5,-4,GGG,DFW,140,0
2006,7,28,5,1605,1801,MQ,3244,-27,-5,LFT,DFW,351,0
2006,7,2,7,1000,1107,MQ,3300,-13,-2,ABI,DFW,158,0
2006,7,28,5,1523,1622,MQ,3343,13,8,DFW,GGG,140,0
2006,7,19,3,1918,2030,MQ,3358,114,128,LIT,DFW,304,1
2006,7,25,2,740,855,MQ,3433,9,10,DFW,CRP,354,0
2006,7,3,1,908,1141,MQ,3456,-9,-2,MSP,DFW,852,0
2006,7,23,7,1020,1155,MQ,3458,9,1,CMH,DFW,927,0
2006,7,20,4,958,1059,MQ,3485,0,-4,DFW,SJT,228,0
2006,7,18,2,1241,1357,MQ,3552,-14,-5,LEX,DFW,785,0
2006,7,13,4,1800,1950,MQ,3678,139,116,DSM,DFW,624,1
2006,7,15,6,1722,1822,MQ,3814,-13,-5,SHV,DFW,190,0
2006,7,23,7,1840,2209,MQ,3815,53,61,DFW,SAV,925,1
2006,7,12,3,1931,2050,MQ,3850,0,-11,BTR,DFW,383,0
2006,7,29,6,1236,1457,MQ,3868,-16,-1,MSN,DFW,821,0
2006,7,26,3,624,810,MQ,3914,-4,-7,ICT,ORD,588,0
2006,7,17,1,1354,1443,MQ,3964,-6,-1,ORD,PIA,130,0
2006,7,19,3,1650,1823,MQ,3968,24,1,ORD,MSP,334,0
2006,7,23,7,1848,2014,MQ,3969,37,33,MSP,ORD,334,1
2006,7,9,7,1440,1644,MQ,3975,7,2,ORD,OKC,693,0
2006,7,28,5,1738,1907,MQ,4044,51,56,ORD,BNA,409,1
2006,7,15,6,1314,1442,MQ,4119,-16,-6,PVD,ORD,849,0
2006,7,29,6,1727,1900,MQ,4179,70,70,PVD,ORD,849,1
2006,7,13,4,826,920,MQ,4219,-9,-2,ORD,GRB,174,0
2006,7,1,6,1124,1145,MQ,4257,2,17,CLE,ORD,316,1
2006,7,22,6,1057,1323,MQ,4261,5,12,ORD,PIT,412,0
2006,7,26,3,1057,1323,MQ,4261,14,-4,ORD,PIT,412,0
2006,7,9,7,1136,1230,MQ,4265,-1,6,MDT,ORD,594,0
2006,7,2,7,1507,1805,MQ,4324,63,4,ORD,CLT,599,0
2006,7,23,7,1518,1722,MQ,4341,-15,0,ORD,TVC,224,0
2006,7,9,7,1219,1416,MQ,4351,-7,-2,ORD,TOL,214,0
2006,7,16,7,706,816,MQ,4409,-7,-5,DSM,ORD,299,0
2006,7,11,2,1946,2149,MQ,4422,5,20,MSN,MQT,241,1
2006,7,18,2,1650,1855,MQ,4515,45,50,BOS,RDU,612,1
2006,7,12,3,1540,1627,MQ,4595,-6,-6,DCA,BNA,562,0
2006,7,12,3,1117,1315,MQ,4688,-20,-2,RDU,AUS,1162,0
2006,7,5,3,1609,1729,MQ,4755,21,27,JFK,DCA,213,1
2006,7,11,2,1400,1525,MQ,4782,246,139,DCA,BOS,399,1
2006,7,10,1,1659,1810,MQ,4811,102,94,LGA,BOS,185,1
2006,7,5,3,2145,2256,NW,107,4,0,MSP,PHX,1276,0
2006,7,19,3,1518,1707,NW,209,135,115,DTW,SEA,1927,1
2006,7,29,6,1339,1631,NW,242,-7,-4,DTW,FLL,1127,0
2006,7,10,1,1924,2114,NW,331,17,20,DTW,LAX,1979,1
2006,7,15,6,25,754,NW,344,-14,-6,SFO,DTW,2079,0
2006,7,6,4,920,1105,NW,395,-2,0,MSP,SMF,1518,0
2006,7,10,1,1340,1557,NW,435,0,0,TPA,MSP,1307,0
2006,7,27,4,1648,1749,NW,563,-10,0,MSP,DEN,680,0
2006,7,28,5,710,1155,NW,614,-15,-9,GEG,MSP,1175,0
2006,7,11,2,1230,1410,NW,703,4,6,DTW,DFW,987,0
2006,7,2,7,1900,2102,NW,708,1,6,MSP,BNA,695,0
2006,7,9,7,1900,2102,NW,708,-12,-6,MSP,BNA,695,0
2006,7,7,5,1138,1302,NW,777,-18,-3,MSP,LAS,1300,0
2006,7,10,1,1930,2156,NW,816,20,-3,MEM,ATL,332,0
2006,7,2,7,650,755,NW,927,-5,-5,MSN,MSP,228,0
2006,7,19,3,1630,1728,NW,934,92,91,BNA,MEM,200,1
2006,7,31,1,1840,2215,NW,953,-6,1,MEM,PHL,874,0
2006,7,3,1,908,1018,NW,1003,-7,0,DTW,IND,231,0
2006,7,7,5,900,1055,NW,1009,-20,-8,PVD,DTW,614,0
2006,7,8,6,921,1029,NW,1041,-7,-1,MSP,BIL,748,0
2006,7,16,7,1506,1602,NW,1099,36,43,DTW,MEM,610,1
2006,7,24,1,1156,1309,NW,1125,-16,-1,BUF,DTW,240,0
2006,7,3,1,1959,2131,NW,1131,-18,-17,BWI,DTW,408,0
2006,7,12,3,1357,1530,NW,1142,16,-1,DTW,BWI,408,0
2006,7,20,4,1122,1327,NW,1169,2,0,BNA,MSP,695,0
2006,7,14,5,614,915,NW,1234,3,1,COS,MSP,725,0
2006,7,25,2,2106,2113,NW,1247,11,6,DTW,ORD,235,0
2006,7,4,2,1030,1206,NW,1455,-17,-7,MSP,STL,449,0
2006,7,8,6,1024,1239,NW,1690,-5,-7,MSN,DTW,312,0
2006,7,23,7,1218,1314,NW,1753,41,59,DTW,MCI,629,1
2006,7,20,4,1835,1943,NW,1801,14,11,MEM,STL,256,0
2006,7,4,2,1420,1507,OH,5409,-15,-10,LEX,CVG,70,0
2006,7,6,4,1017,1201,OH,5136,13,8,TOL,ATL,549,0
2006,7,6,4,1112,1209,OH,5545,2,0,CRW,CVG,173,0
2006,7,6,4,1145,1403,OH,5034,42,0,ATL,HPN,780,0
2006,7,6,4,1305,1515,OH,5393,135,122,FNT,ATL,644,1
2006,7,6,4,1730,1845,OH,5573,16,0,ROC,JFK,264,0
2006,7,7,5,610,716,OH,5137,-11,0,TYS,CVG,226,0
2006,7,8,6,1635,1747,OH,5179,-14,-3,CVG,GSP,317,0
2006,7,9,7,2100,2159,OH,5044,-14,0,CVG,CAK,214,0
2006,7,10,1,1205,1334,OH,5171,0,2,CVG,BWI,430,0
2006,7,10,1,1710,1925,OH,5145,55,45,AVP,ATL,714,1
2006,7,11,2,1610,1735,OH,5684,-10,-3,SCE,CVG,383,0
2006,7,12,3,1100,1220,OH,5050,-23,0,JFK,BOS,187,0
2006,7,13,4,1359,1549,OH,4983,17,21,LGA,CMH,478,1
2006,7,27,4,1100,1343,AA,19,-32,-7,JFK,LAX,2475,0
2006,7,9,7,1835,659,AA,102,-14,-10,HNL,DFW,3784,0
2006,7,2,7,1815,2040,AA,161,30,27,LAX,OGG,2486,1
2006,7,20,4,1325,2143,AA,162,20,-2,HNL,LAX,2556,0
2006,7,15,6,603,718,AA,301,-11,-4,LGA,ORD,733,0
2006,7,20,4,1320,1635,AA,368,21,39,ORD,LGA,733,1
2006,7,24,1,1355,1703,AA,447,-3,3,LGA,MIA,1097,0
2006,7,19,3,1753,1904,AA,454,170,49,STL,ORD,258,1
2006,7,1,6,1450,1702,AA,455,-1,-1,ORD,LAX,1745,0
2006,7,26,3,744,951,AA,465,-11,1,BWI,DFW,1217,0
2006,7,19,3,1535,2000,AA,498,4,-8,PHX,DFW,868,0
2006,7,19,3,2145,2241,AA,500,6,7,DFW,OKC,175,0
2006,7,19,3,1640,1818,AA,547,20,25,MIA,IAH,964,1
2006,7,20,4,704,1250,AA,576,-13,-5,SFO,STL,1736,0
2006,7,2,7,2047,2340,AA,640,6,-2,MIA,LGA,1097,0
2006,7,16,7,937,1112,AA,689,-8,-3,DFW,SLC,988,0
2006,7,1,6,618,1015,AA,722,36,30,ORD,MIA,1197,1
2006,7,28,5,1418,2028,AA,818,5,3,SFO,ORD,1846,0
2006,7,7,5,1357,1652,AA,830,-11,-4,DEN,DFW,641,0
2006,7,12,3,1541,1645,AA,841,-6,-2,DFW,SAT,247,0
2006,7,28,5,2125,2229,AA,916,145,160,MIA,MCO,193,1
2006,7,30,7,1130,1317,AA,1051,-11,-4,OMA,DFW,583,0
2006,7,6,4,1034,1131,AA,1063,-7,-3,DCA,ORD,612,0
2006,7,23,7,726,930,AA,1085,-16,-2,MIA,ORD,1197,0
2006,7,1,6,1445,1711,AA,1087,16,29,PHL,DFW,1302,1
2006,7,18,2,1019,1317,AA,1146,-15,-5,ORD,PHL,678,0
2006,7,30,7,556,1143,AA,1276,0,5,SEA,DFW,1660,0
2006,7,21,5,1444,1825,AA,1280,15,22,DFW,RDU,1062,1
2006,7,15,6,1200,1415,AA,1311,1,-3,ORD,LAX,1745,0
2006,7,12,3,1515,1845,AA,1316,0,-6,DFW,TPA,929,0
2006,7,30,7,1947,2247,AA,1333,-22,0,BOS,DFW,1562,0
2006,7,21,5,626,856,AA,1361,-16,-3,EWR,DFW,1372,0
2006,7,9,7,1501,1613,AA,1397,-13,3,ORD,STL,258,0
2006,7,28,5,1539,1900,AA,1400,5,-5,DEN,ORD,888,0
2006,7,30,7,908,1143,AA,1440,-8,-5,TPA,LGA,1011,0
2006,7,5,3,1721,2300,AA,1478,2,-3,SEA,STL,1710,0
2006,7,25,2,818,1006,AA,1573,-5,-1,RDU,DFW,1062,0
2006,7,20,4,615,852,AA,1723,53,32,PHL,MIA,1013,1
2006,7,28,5,1021,1220,AA,1725,-2,-2,IAD,DFW,1172,0
2006,7,6,4,2049,2140,AA,1731,2,-2,DFW,AUS,190,0
2006,7,3,1,1641,2239,AA,1890,-12,-4,LAX,ORD,1745,0
2006,7,31,1,1322,1439,AA,1896,1,-4,IAH,DFW,224,0
2006,7,27,4,1840,2001,AA,1943,-8,-4,SFO,LAX,337,0
2006,7,29,6,1840,2001,AA,1943,-8,-6,SFO,LAX,337,0
2006,7,18,2,1558,1745,AA,2003,7,19,BOS,ORD,867,1
2006,7,16,7,1440,2241,AA,2200,12,8,LAX,MIA,2342,0
2006,7,1,6,730,956,AA,2201,-30,-4,PHL,DFW,1302,0
2006,7,10,1,1600,1718,AA,2246,-12,-7,SFO,LAX,337,0
2006,7,13,4,1014,1514,AA,2248,-16,-3,ONT,DFW,1189,0
2006,7,20,4,2234,2325,AA,2290,1,10,DFW,AUS,190,0
2006,7,30,7,605,836,AA,2297,36,49,IAD,MIA,921,1
2006,7,27,4,650,905,AA,2303,4,-1,ORD,DFW,802,0
2006,7,1,6,1330,1555,AA,2329,35,49,ORD,DFW,802,1
2006,7,9,7,1530,1755,AA,2360,14,-1,DFW,ORD,802,0
2006,7,24,1,1530,1755,AA,2360,14,8,DFW,ORD,802,0
2006,7,19,3,1752,2217,AA,2442,21,22,DFW,BDL,1471,1
2006,7,15,6,1236,1315,AQ,91,24,13,KOA,HNL,163,0
2006,7,20,4,2100,2139,AQ,87,-2,-8,KOA,HNL,163,0
2006,7,14,5,826,905,AQ,25,-13,-14,KOA,HNL,163,0
2006,7,20,4,1755,2124,AS,82,91,85,SEA,DEN,1024,1
2006,7,19,3,1438,1712,AS,187,7,-7,SEA,ANC,1449,0
2006,7,18,2,630,920,AS,753,-8,-9,PHX,SEA,1107,0
2006,7,13,4,1048,1110,AS,65,-11,-7,WRG,PSG,31,0
2006,7,10,1,1702,1825,AS,589,26,31,PSP,SFO,421,1
2006,7,5,3,812,855,AS,151,-12,-5,OTZ,OME,183,0
2006,7,4,2,640,859,AS,252,2,-9,PDX,LAX,834,0
2006,7,4,2,1247,1450,AS,380,-5,-3,SEA,OAK,671,0
2006,7,1,6,1510,1608,AS,32,2,-8,ANC,ADQ,252,0
2006,7,27,4,104,525,AS,114,-9,-12,FAI,SEA,1533,0
2006,7,27,4,1030,1306,AS,530,12,5,SEA,LAX,954,0
2006,7,24,1,700,825,AS,563,-7,-10,PSP,SFO,421,0
2006,7,22,6,1518,1800,AS,564,-1,6,SEA,SNA,978,0
2006,7,2,7,1330,1620,B6,40,17,-8,FLL,JFK,1069,0
2006,7,2,7,840,1130,B6,353,4,20,JFK,BUR,2465,1
2006,7,3,1,2035,2210,B6,1260,14,27,IAD,BOS,413,1
2006,7,3,1,2140,530,B6,255,-4,4,LGB,IAD,2277,0
2006,7,11,2,2020,2135,B6,248,-3,-3,LGB,OAK,353,0
2006,7,12,3,1950,2340,B6,564,123,100,SJU,EWR,1608,1
2006,7,12,3,1540,1625,B6,233,-2,2,SLC,LGB,589,0
2006,7,13,4,1950,2245,B6,1248,36,34,TPA,BOS,1185,1
2006,7,17,1,1520,2340,B6,356,17,-3,BUR,JFK,2465,0
2006,7,17,1,1405,1520,B6,604,-6,-6,JFK,PWM,274,0
2006,7,19,3,1005,1300,B6,504,-18,-7,FLL,EWR,1065,0
2006,7,19,3,1705,1830,B6,264,-15,0,LGB,SMF,387,0
2006,7,22,6,610,845,B6,20,-12,-2,TPA,JFK,1005,0
2006,7,25,2,1420,1530,B6,193,3,-3,LAS,LGB,231,0
2006,7,25,2,1030,1855,B6,206,9,6,LGB,JFK,2465,0
2006,7,26,3,710,1535,B6,94,9,-2,OAK,JFK,2576,0
2006,7,27,4,600,840,B6,4,3,-4,FLL,JFK,1069,0
2006,7,28,5,1050,1345,B6,1,10,18,JFK,FLL,1069,1
2006,7,29,6,1755,1955,B6,1289,-30,-4,BOS,RIC,474,0
2006,7,30,7,2210,605,B6,420,-11,-6,PHX,BOS,2300,0
2006,7,24,1,1637,1805,CO,205,13,25,OKC,IAH,395,1
2006,7,11,2,815,1337,CO,1780,-5,-3,SNA,IAH,1347,0
2006,7,10,1,1019,1348,CO,198,-3,-2,DEN,IAH,861,0
2006,7,7,5,650,948,CO,1781,-25,2,EWR,SEA,2401,0
2006,7,18,2,710,815,CO,378,0,-3,SAT,IAH,191,0
2006,7,22,6,1210,1325,CO,1587,9,15,ATL,IAH,689,0
2006,7,5,3,1745,2029,CO,85,51,39,EWR,ATL,745,1
2006,7,28,5,1110,1517,CO,358,4,0,IAH,DCA,1208,0
2006,7,5,3,645,810,CO,605,51,-1,OKC,IAH,395,0
2006,7,20,4,1905,2001,CO,441,20,6,IAH,AUS,140,0
2006,7,12,3,759,1037,CO,733,-1,-4,LGA,IAH,1416,0
2006,7,11,2,1830,1952,CO,1687,11,16,MCO,IAH,853,1
2006,7,20,4,1302,1723,CO,326,26,16,IAH,BWI,1235,1
2006,7,24,1,1544,1700,CO,614,-14,-3,DFW,IAH,224,0
2006,7,10,1,715,1020,CO,1127,-11,-8,MDW,EWR,711,0
2006,7,8,6,1545,2359,CO,1503,2,-5,LAX,EWR,2454,0
2006,7,1,6,1430,1800,CO,498,-7,0,DEN,IAH,861,0
2006,7,8,6,810,1048,CO,1777,-23,-7,PHL,IAH,1324,0
2006,7,7,5,922,1032,CO,497,-1,-5,IAH,LAS,1222,0
2006,7,24,1,1920,2022,CO,778,22,-3,SAT,IAH,191,0
2006,7,27,4,1140,1800,CO,1776,3,-5,SEA,IAH,1874,0
2006,7,29,6,1745,2013,CO,1571,-3,4,CLE,MCO,895,0
2006,7,11,2,1705,1814,CO,1602,8,-9,AUS,IAH,140,0
2006,7,25,2,1148,1700,CO,726,5,3,ONT,IAH,1334,0
2006,7,1,6,900,1220,CO,238,-9,2,EWR,MIA,1086,0
2006,7,20,4,645,1217,CO,1598,-6,-2,SNA,IAH,1347,0
2006,7,28,5,1510,1802,CO,63,46,25,EWR,IAH,1400,1
2006,7,14,5,930,1455,CO,1594,-6,-5,LAX,IAH,1379,0
2006,7,13,4,2205,549,CO,369,48,60,LAS,EWR,2227,1
2006,7,5,3,1405,1640,CO,1160,295,261,ATL,EWR,745,1
2006,7,24,1,2255,11,CO,729,53,55,IAH,LAX,1379,1
2006,7,1,6,610,825,DL,1131,-14,-1,PHL,ATL,665,0
2006,7,1,6,700,914,DL,1808,8,9,FLL,LAX,2342,0
2006,7,2,7,1240,1342,DL,548,5,-1,SAV,ATL,215,0
2006,7,2,7,1305,1434,DL,1051,11,-1,ATL,MCO,403,0
2006,7,3,1,1010,1613,DL,344,1,-1,SLC,ATL,1589,0
2006,7,5,3,1215,1414,DL,756,-2,0,CVG,LGA,585,0
2006,7,5,3,1840,1925,DL,1494,21,7,CVG,DEN,1069,0
2006,7,6,4,600,727,DL,1827,-6,-1,TPA,ATL,406,0
2006,7,7,5,730,1513,DL,673,152,144,OAK,ATL,2130,1
2006,7,7,5,800,1551,DL,1616,44,23,LAS,JFK,2248,1
2006,7,8,6,2350,640,DL,714,-4,-7,LAS,ATL,1747,0
2006,7,8,6,1220,1510,DL,1898,-19,-8,PBI,LGA,1035,0
2006,7,9,7,2110,2157,DL,1433,-7,0,SLC,ONT,558,0
2006,7,10,1,1125,1216,DL,447,-8,-3,SLC,PDX,630,0
2006,7,10,1,830,1613,DL,632,-14,7,SFO,ATL,2139,0
2006,7,10,1,2056,2350,DL,806,10,-1,SLC,ANC,2125,0
2006,7,10,1,1446,1559,DL,1024,37,38,JAX,ATL,270,1
2006,7,12,3,1815,1951,DL,1619,-17,-5,MLB,ATL,443,0
2006,7,13,4,700,1001,DL,1488,69,70,HOU,ATL,696,1
2006,7,13,4,1720,1957,DL,1771,15,19,BWI,SLC,1864,1
2006,7,13,4,1555,1852,DL,1836,23,-1,MCO,BOS,1121,0
2006,7,14,5,1732,1940,DL,1633,51,41,EWR,CVG,569,1
2006,7,16,7,1920,2130,DL,1702,13,-4,ATL,ROC,749,0
2006,7,18,2,2359,708,DL,704,32,4,LAX,CVG,1900,0
2006,7,19,3,2210,600,DL,1872,18,0,LAS,JFK,2248,0
2006,7,20,4,1824,1934,DL,459,24,45,ATL,SAV,215,1
2006,7,20,4,1122,1229,DL,1100,3,-2,SLC,BOI,291,0
2006,7,21,5,700,1423,DL,430,-4,-1,ONT,ATL,1900,0
2006,7,21,5,1230,1329,DL,1952,28,21,DCA,LGA,214,1
2006,7,22,6,810,1106,DL,1571,-8,-1,MCI,ATL,692,0
2006,7,22,6,805,1135,DL,1859,-8,6,BOS,RSW,1249,0
2006,7,25,2,1700,1943,DL,1474,2,0,ATL,BOS,946,0
2006,7,26,3,1245,1747,DL,339,-18,-5,ABQ,CVG,1240,0
2006,7,26,3,1434,1447,DL,1559,-8,-6,ATL,MEM,332,0
2006,7,26,3,954,1127,DL,1599,-10,-6,ATL,CVG,373,0
2006,7,27,4,2040,2241,DL,449,-7,-4,CVG,MCO,756,0
2006,7,27,4,1340,1545,DL,476,63,39,ATL,PHL,665,1
2006,7,28,5,745,1012,DL,1549,23,52,ORD,SLC,1249,1
2006,8,4,5,1530,1930,WN,997,-13,2,MDW,FLL,1166,0
2006,8,4,5,1150,1410,WN,2680,-9,-3,MDW,SMF,1790,0
2006,8,4,5,1920,2035,WN,2347,12,20,SNA,OAK,371,1
2006,8,6,7,1015,1225,WN,2489,5,7,IND,MCO,828,0
2006,8,7,1,820,1005,WN,1931,-5,4,MDW,LAS,1521,0
2006,8,8,2,1245,1335,WN,1194,41,51,DEN,PHX,602,1
2006,8,8,2,735,1305,WN,304,-14,4,LAS,MDW,1521,0
2006,8,8,2,1605,1705,WN,600,-5,-2,RDU,MDW,632,0
2006,8,8,2,1140,1250,WN,853,-11,-3,SNA,SJC,342,0
2006,8,9,3,1930,2025,WN,53,40,43,DAL,HOU,239,1
2006,8,9,3,1600,1700,WN,40,-4,1,HOU,DAL,239,0
2006,8,9,3,1000,1800,WN,2789,-3,2,LAS,BDL,2298,0
2006,8,9,3,1620,1935,WN,2416,-1,7,MDW,PVD,842,0
2006,8,10,4,1520,1620,WN,288,0,4,GEG,SEA,224,0
2006,8,10,4,1755,1950,WN,278,35,52,ORF,MCO,655,1
2006,8,11,5,1035,1115,WN,690,-12,-3,ELP,LAS,584,0
2006,8,11,5,1800,1905,WN,2266,-7,0,LAS,SNA,226,0
2006,8,11,5,835,1530,WN,2988,-13,3,PHX,DTW,1671,0
2006,8,12,6,830,940,WN,915,-9,-1,SAN,PHX,304,0
2006,8,13,7,1755,1855,WN,551,141,145,BUR,LAS,223,1
2006,8,13,7,1815,2035,WN,1721,-30,-4,BWI,AUS,1342,0
2006,8,13,7,1720,1810,WN,1551,9,15,DAL,OKC,181,0
2006,8,13,7,1205,1405,WN,260,-15,-3,HOU,STL,687,0
2006,8,13,7,1540,1825,WN,1458,-22,0,ISP,MCO,972,0
2006,8,13,7,1505,1840,WN,1404,-15,-3,MDW,TPA,997,0
2006,8,14,1,1615,2005,WN,1190,-15,-7,MDW,RSW,1105,0
2006,8,15,2,1610,1930,WN,1693,-2,2,AUS,TPA,928,0
2006,8,15,2,2110,2210,WN,583,-4,-3,BWI,ISP,220,0
2006,8,15,2,650,740,WN,2011,-1,0,BWI,MDW,611,0
2006,8,15,2,1440,1600,WN,593,11,15,LAX,TUS,451,0
2006,8,15,2,635,850,WN,730,-7,-3,MDW,LAX,1750,0
2006,8,15,2,1805,2105,WN,185,-8,-1,PHL,LAX,2401,0
2006,8,15,2,1820,1910,WN,1468,8,12,SAT,HOU,192,0
2006,8,15,2,1210,1335,WN,2747,-4,1,STL,OKC,462,0
2006,8,15,2,710,735,WN,1565,-7,-5,TPA,BHM,460,0
2006,8,16,3,1540,1825,WN,1458,-13,4,ISP,MCO,972,0
2006,8,16,3,610,1110,WN,338,-19,-1,PHX,STL,1262,0
2006,8,16,3,1230,1330,WN,1191,16,9,SJC,BUR,296,0
2006,8,17,4,900,910,WN,2525,-1,-1,CMH,BNA,338,0
2006,8,17,4,920,1015,WN,5,-7,-1,HOU,HRL,276,0
2006,8,17,4,630,730,WN,884,-2,0,HOU,MSY,303,0
2006,8,17,4,1705,1935,WN,362,6,16,MDW,OAK,1844,1
2006,8,17,4,1815,2035,WN,629,12,16,MDW,SLC,1258,1
2006,8,18,5,1415,1505,WN,38,-4,-1,CRP,HOU,187,0
2006,8,18,5,1700,1750,WN,2056,-4,0,DAL,AUS,189,0
2006,8,18,5,1555,1720,WN,588,0,12,MHT,BWI,377,0
2006,8,19,6,955,1105,WN,475,1,1,BWI,PVD,328,0
2006,8,19,6,1545,1645,WN,328,-4,0,DAL,LIT,296,0
2006,8,19,6,1630,1745,WN,2711,-13,3,STL,PHX,1262,0
2006,8,20,7,1345,1610,WN,286,-9,-1,BNA,RDU,443,0
2006,8,20,7,1810,1920,WN,2287,-5,-3,BUR,SMF,358,0
2006,8,20,7,1030,1520,WN,924,-5,12,LAS,MCI,1140,0
2006,8,20,7,640,1405,WN,442,-17,2,PHX,BWI,1999,0
2006,8,20,7,810,1535,WN,2370,-19,-5,PHX,RDU,1891,0
2006,8,21,1,1935,2030,WN,577,-10,2,BWI,MDW,611,0
2006,8,21,1,1315,1515,WN,1010,-8,-1,STL,SDF,254,0
2006,8,22,2,1145,1255,WN,1277,-5,-1,BWI,ALB,288,0
2006,8,22,2,830,925,WN,7,8,11,DAL,HOU,239,0
2006,8,22,2,1100,1210,WN,2750,-7,-3,LAS,PHX,256,0
2006,8,22,2,2000,2150,WN,2218,5,-5,PHX,SMF,647,0
2006,8,23,3,740,935,WN,570,-9,0,OAK,PHX,646,0
2006,8,24,4,815,915,WN,1144,1,-1,BUR,LAS,223,0
2006,8,24,4,1855,2205,WN,717,71,90,PVD,TPA,1137,1
2006,8,25,5,1220,1315,WN,188,6,-1,DAL,SAT,248,0
2006,8,25,5,1900,1955,WN,52,-2,0,HOU,DAL,239,0
2006,8,25,5,1625,1730,WN,1335,8,-1,PHX,ONT,325,0
2006,8,26,6,2030,2225,WN,103,-18,-5,FLL,MDW,1166,0
2006,8,26,6,1955,2010,WN,1990,-5,-2,SAT,PHX,843,0
2006,8,27,7,1750,1855,WN,403,-2,3,MDW,STL,251,0
2006,8,27,7,845,1120,WN,1963,1,-2,PBI,PHL,951,0
2006,8,28,1,2040,2320,WN,1376,5,6,BNA,TPA,612,0
2006,8,28,1,700,755,WN,4,-2,0,HOU,DAL,239,0
2006,8,28,1,630,740,WN,123,-3,2,SJC,LAX,308,0
2006,8,29,2,710,800,WN,2529,-7,-5,OKC,DAL,181,0
2006,8,29,2,2110,2205,WN,306,-8,-4,RNO,OAK,180,0
2006,8,29,2,905,1005,WN,1445,-4,-3,SJC,BUR,296,0
2006,8,30,3,1100,1325,WN,1976,-13,-3,ISP,LAS,2283,0
2006,8,31,4,1920,2355,WN,594,2,2,LAS,SAT,1069,0
2006,8,31,4,915,1020,WN,2709,-4,6,LAS,SNA,226,0
2006,8,31,4,1900,1940,WN,2715,207,208,MCI,DEN,533,1
2006,8,31,4,1050,1140,WN,1447,-16,2,MCO,BNA,616,0
2006,8,3,4,1815,2240,XE,2180,62,37,OKC,EWR,1325,1
2006,8,23,3,1730,2134,XE,2574,-16,-7,XNA,EWR,1130,0
2006,8,27,7,1845,2117,XE,2098,25,19,STL,CLE,487,1
2006,8,10,4,610,654,XE,2917,11,7,CMH,CLE,112,0
2006,8,28,1,1530,1655,XE,2063,5,3,GSP,IAH,838,0
2006,8,8,2,845,954,XE,2084,-6,-5,CLE,ABE,339,0
2006,8,27,7,800,908,XE,2446,0,-3,EWR,PVD,160,0
2006,8,29,2,1750,1900,XE,2072,-10,-5,IAH,BRO,308,0
2006,8,5,6,1415,1605,XE,2674,-22,-15,MHT,CLE,544,0
2006,8,28,1,1130,1334,XE,2278,-2,-3,BNA,IAH,657,0
2006,8,21,1,1750,1956,XE,2290,-9,-2,JFK,CLE,425,0
2006,8,28,1,915,1055,XE,2930,19,14,CMH,EWR,462,0
2006,8,30,3,1520,1658,XE,2978,-5,-5,PNS,IAH,489,0
2006,8,2,3,1645,1808,XE,2489,107,106,EWR,ROC,246,1
2006,8,14,1,1200,1302,XE,2448,1,1,DAL,IAH,217,0
2006,8,5,6,1626,1804,XE,3194,3,-2,PNS,IAH,489,0
2006,8,4,5,620,824,XE,2717,0,1,STL,IAH,668,0
2006,8,20,7,1858,2057,XE,2471,-6,-4,IAH,BNA,657,0
